date,Station,O3 ppb,NO ppb,NO2 ppb,NOx ppb,SO2 ppb,PM 10 ug/m3,CO ppm,wind_direction,wind speed,temperature,dewpoint_temperature,sea_level_pressure,station_pressure,relative_humidity
2017-03-21 13:00:00,S3,61,37.6,46.2,83.7,16,37,25,246.6666667,5,11.93333333,-4,1010.256667,852.4666667,33.33333333
2017-03-21 14:00:00,S3,43,20.7,34.6,55.4,15,26,18,263.3333333,5,10.46666667,-3.3,1010.193333,853.0333333,38.66666667
2017-03-21 15:00:00,S3,21.6,22.4,42.5,64.9,15,15,10,280,5,9,-2.6,1010.13,853.6,44
2017-03-21 16:00:00,S3,58,25.3,31.7,57,15,10,5,263.3333333,4,8.866666667,-2.833333333,1010.453333,853.9,43.66666667
2017-03-21 17:00:00,S3,78,34.1,42.3,76.5,15,24,4,246.6666667,3,8.733333333,-3.066666667,1010.776667,854.2,43.33333333
2017-03-21 18:00:00,S3,41,11.2,30.4,41.7,15,31,4,230,2,8.6,-3.3,1011.1,854.5,43
2017-03-21 19:00:00,S3,20.5,41.6,37.6,79,16,63,3,226.6666667,2.333333333,8.333333333,-2.666666667,1010.966667,854.5666667,46
2017-03-21 20:00:00,S3,23,29.4,38.8,68.1,15,52,5,223.3333333,2.666666667,8.066666667,-2.033333333,1010.833333,854.6333333,49
2017-03-21 21:00:00,S3,19.6,42,45.7,87.4,16,29,7,220,3,7.8,-1.4,1010.7,854.7,52
2017-03-21 22:00:00,S3,19.6,31.1,41,72,16,23,7,220,3.333333333,7.133333333,-0.566666667,1011,854.8333333,58.66666667
2017-03-21 23:00:00,S3,13.3,24.6,84.5,107.2,17,30,8,220,3.666666667,6.466666667,0.266666667,1011.3,854.9666667,65.33333333
2017-03-22 00:00:00,S3,14,20.2,51.9,72.1,17,29,9,220,4,5.8,1.1,1011.6,855.1,72
2017-03-22 01:00:00,S3,17.3,37.1,64.9,100.4,18,31,14,236.6666667,4.333333333,5.833333333,-1.366666667,1012.566667,855.5,61.66666667
2017-03-22 02:00:00,S3,26.7,25.8,39.3,64.7,18,33,11,253.3333333,4.666666667,5.866666667,-3.833333333,1013.533333,855.9,51.33333333
2017-03-22 03:00:00,S3,11,58.6,46.7,105.3,17,38,9,270,5,5.9,-6.3,1014.5,856.3,41
2017-03-22 04:00:00,S3,21.9,28.3,40,68.5,16,31,11,273.3333333,5.333333333,6.933333333,-7.033333333,1014.6,856.6,36.66666667
2017-03-22 05:00:00,S3,50,16.5,42.7,59.4,16,23,10,276.6666667,5.666666667,7.966666667,-7.766666667,1014.7,856.9,32.33333333
2017-03-22 06:00:00,S3,35,11.5,34.9,46.6,16,22,8,280,6,9,-8.5,1014.8,857.2,28
2017-03-22 07:00:00,S3,42.7,12.1,34.9,47.1,16,22,6,276.6666667,6,9.966666667,-8,1014.466667,857.1,27.33333333
2017-03-22 08:00:00,S3,31,10.8,31.8,42.5,17,20,4,273.3333333,6,10.93333333,-7.5,1014.133333,857,26.66666667
2017-03-22 09:00:00,S3,34,12.4,26.8,39,17,13,5,270,6,11.9,-7,1013.8,856.9,26
2017-03-22 10:00:00,S3,49,31.8,29.1,61,16,18,8,256.6666667,5.333333333,11.96666667,-5.766666667,1013.6,856.6,28.66666667
2017-03-22 11:00:00,S3,42,15.3,31.7,47.2,16,17,10,243.3333333,4.666666667,12.03333333,-4.533333333,1013.4,856.3,31.33333333
2017-03-22 12:00:00,S3,50,16.8,29.5,46.4,17,16,7,230,4,12.1,-3.3,1013.2,856,34
2017-03-22 13:00:00,S3,44,15.8,31.2,47.2,16,11,6,243.3333333,4,11.63333333,-3.7,1013.366667,856.0333333,34
2017-03-22 14:00:00,S3,56,29.9,33.3,63.4,15,8,3,256.6666667,4,11.16666667,-4.1,1013.533333,856.0666667,34
2017-03-22 15:00:00,S3,100,19.5,33.2,52.7,15,12,3,270,4,10.7,-4.5,1013.7,856.1,34
2017-03-22 16:00:00,S3,42,21,28.3,49.4,15,10,3,250,3.333333333,10.95666673,-4.033333333,1014,856.6,35.33333333
2017-03-22 17:00:00,S3,38,15.6,27.8,43.3,16,7,5,230,2.666666667,11.21333347,-3.566666667,1014.3,857.1,36.66666667
2017-03-22 18:00:00,S3,60,22.2,33.7,55.7,16,6,6,210,2,11.4700002,-3.1,1014.6,857.6,38
2017-03-22 19:00:00,S3,34,12.7,28.8,41.1,16,5,4,166.6666667,1.666666667,11.0133335,-2.7,1014.033333,857.3333333,39.66666667
2017-03-22 20:00:00,S3,34,8.2,23.3,31.4,16,12,3,123.3333333,1.333333333,10.5566668,-2.3,1013.466667,857.0666667,41.33333333
2017-03-22 21:00:00,S3,24.4,11.4,35.3,46.6,17,17,3,80,1,10.1000001,-1.9,1012.9,856.8,43
2017-03-22 22:00:00,S3,26.1,12.1,36.3,48.3,16,15,3,80,1,9.7000001,-1.466666667,1012.8,856.7333333,44.66666667
2017-03-22 23:00:00,S3,26.1,14.5,32.2,46.6,17,11,3,80,1,9.3000001,-1.033333333,1012.7,856.6666667,46.33333333
2017-03-23 00:00:00,S3,24.8,10.2,33,43,17,16,5,80,1,8.9000001,-0.6,1012.6,856.6,48
2017-03-23 01:00:00,S3,19.9,18.1,36.1,54.1,17,15,7,80,1.333333333,8.500000133,0.166666667,1013.066667,856.7333333,53.33333333
2017-03-23 02:00:00,S3,19.5,13.2,31.5,44.3,16,12,10,80,1.666666667,8.100000167,0.933333333,1013.533333,856.8666667,58.66666667
2017-03-23 03:00:00,S3,20.5,17.4,71.8,89.1,16,23,13,80,2,7.7000002,1.7,1014,857,64
2017-03-23 04:00:00,S3,19.1,19,86.5,105.7,16,22,9,60,2,7.500000133,2.5,1014.3,857.2,69.66666667
2017-03-23 05:00:00,S3,11,26.7,42.1,68.5,18,29,11,40,2,7.300000067,3.3,1014.6,857.4,75.33333333
2017-03-23 06:00:00,S3,9.4,34.5,36.8,71.3,18,43,14,20,2,7.1,4.1,1014.9,857.6,81
2017-03-23 07:00:00,S3,11.6,29.8,42.9,72.4,17,31,12,40,2.333333333,6.833333333,4.166666667,1014.733333,857.3666667,83
2017-03-23 08:00:00,S3,8.5,26.5,37.6,64,18,19,14,60,2.666666667,6.566666667,4.233333333,1014.566667,857.1333333,85
2017-03-23 09:00:00,S3,11.7,48.1,38.3,86.5,17,25,16,80,3,6.3,4.3,1014.4,856.9,87
2017-03-23 10:00:00,S3,9.6,54.7,45.8,100.5,17,23,12,83.33333333,2.666666667,6.366666667,4.266666667,1014.133333,856.6666667,86.33333333
2017-03-23 11:00:00,S3,8.1,53.6,43.5,97.1,17,19,14,86.66666667,2.333333333,6.433333333,4.233333333,1013.866667,856.4333333,85.66666667
2017-03-23 12:00:00,S3,9.3,19.6,50.2,69.6,16,16,8,90,2,6.5,4.2,1013.6,856.2,85
2017-03-23 13:00:00,S3,13.7,21.9,36.7,58.4,16,17,6,70,1.666666667,6.4,3.966666667,1013.9,856.2666667,84.33333333
2017-03-23 14:00:00,S3,10.3,23.9,34,57.4,16,19,9,50,1.333333333,6.3,3.733333333,1014.2,856.3333333,83.66666667
2017-03-23 15:00:00,S3,12.8,20.5,41.2,61.5,16,16,14,30,1,6.2,3.5,1014.5,856.4,83
2017-03-23 16:00:00,S3,18.1,11.7,40.6,52.2,16,14,9,20,0.666666667,6.333333333,3.533333333,1014.7,856.5,82.33333333
2017-03-23 17:00:00,S3,21,17.5,34.8,51.9,16,14,7,10,0.333333333,6.466666667,3.566666667,1014.9,856.6,81.66666667
2017-03-23 18:00:00,S3,21.2,16.8,31.3,47.6,16,10,7,0,0,6.6,3.6,1015.1,856.7,81
2017-03-23 19:00:00,S3,24.2,15.6,29.9,44.9,16,6,4,0,0,6.7,3.7,1014.733333,856.3666667,81
2017-03-23 20:00:00,S3,19.6,19.8,34.7,53.9,17,12,3,0,0,6.8,3.8,1014.366667,856.0333333,81
2017-03-23 21:00:00,S3,22.5,16.8,31.3,47.6,17,15,4,0,0,6.9,3.9,1014,855.7,81
2017-03-23 22:00:00,S3,13.1,30.6,51.9,82.4,19,20,4,70,0.333333333,6.933333333,4.433333333,1013.833333,855.6,84
2017-03-23 23:00:00,S3,14.3,52.5,44.1,96.6,20,18,5,140,0.666666667,6.966666667,4.966666667,1013.666667,855.5,87
2017-03-24 00:00:00,S3,9.8,30.1,48,77.8,21,26,6,210,1,7,5.5,1013.5,855.4,90
2017-03-24 01:00:00,S3,8.7,53.2,41.1,94,21,40,12,140,0.666666667,6.8,5.566666667,1013.666667,855.4666667,91.66666667
2017-03-24 02:00:00,S3,10.2,46.2,57.7,103.7,20,34,15,70,0.333333333,6.6,5.633333333,1013.833333,855.5333333,93.33333333
2017-03-24 03:00:00,S3,6,25.7,41.7,67.5,20,24,9,0,0,6.4,5.7,1014,855.6,95
2017-03-24 04:00:00,S3,12,39.5,41.9,81.2,21,33,9,26.66666667,0.666666667,5.966666667,5.366666667,1014.333333,855.8,95.66666667
2017-03-24 05:00:00,S3,6.1,54.4,41.6,96,20,31,14,53.33333333,1.333333333,5.533333333,5.033333333,1014.666667,856,96.33333333
2017-03-24 06:00:00,S3,8.8,36.3,49.1,85.3,19,33,11,80,2,5.1,4.7,1015,856.2,97
2017-03-24 07:00:00,S3,8.4,49,40.2,88.4,19,40,12,53.33333333,1.333333333,5.833333333,4.766666667,1014.833333,856.2666667,93
2017-03-24 08:00:00,S3,13,37,39.5,76.5,19,26,15,26.66666667,0.666666667,6.566666667,4.833333333,1014.666667,856.3333333,89
2017-03-24 09:00:00,S3,11,32.9,67.6,99.9,18,24.9,17,0,0,7.3,4.9,1014.5,856.4,85
2017-03-24 10:00:00,S3,10.2,35.1,62.4,96.9,18,27.7,13,0,0,7.7,5.433333333,1014.1,856.2,85.66666667
2017-03-24 11:00:00,S3,6.6,40.7,55.3,95.6,19,16,14,0,0,8.1,5.966666667,1013.7,856,86.33333333
2017-03-24 12:00:00,S3,9.9,27.4,39.5,66.6,18,17,12,0,0,8.5,6.5,1013.3,855.8,87
2017-03-24 13:00:00,S3,11.8,23.7,58.7,82,18,32,10,0,0,8.3,5.833333333,1013.8,856.1,84.33333333
2017-03-24 14:00:00,S3,16.1,36.4,90.9,127.1,18,31,8,0,0,8.1,5.166666667,1014.3,856.4,81.66666667
2017-03-24 15:00:00,S3,12.6,34.5,68.3,102.3,18,19,9,0,0,7.9,4.5,1014.8,856.7,79
2017-03-24 16:00:00,S3,12.2,30.2,51.4,81,18,16,13,0,0,7.530000033,4.3,1015.366667,856.9666667,80
2017-03-24 17:00:00,S3,9,35,63.7,98.3,19,18,10,0,0,7.160000067,4.1,1015.933333,857.2333333,81
2017-03-24 18:00:00,S3,5.9,39.5,81,120.3,19,22,10,0,0,6.7900001,3.9,1016.5,857.5,82
2017-03-24 19:00:00,S3,20.5,11.3,31.7,42.7,18,15,6,45.12573186,0.507066016,10.39225556,2.556829007,1014.802799,857.8733012,66.79201397
2017-03-24 20:00:00,S3,31.4,10.2,27.2,37.3,18,21,5,90.25146373,1.014132031,13.99451101,1.213658013,1013.105598,858.2466023,51.58402794
2017-03-24 21:00:00,S3,30,10.6,26.5,37,18,15,4,135.3771956,1.521198047,17.59676647,-0.12951298,1011.408397,858.6199035,36.37604191
2017-03-24 22:00:00,S3,22.2,23.4,34.6,57.9,18,19,4,135.3771956,1.521198047,17.59676647,-0.12951298,1011.408397,858.6199035,36.37604191
2017-03-24 23:00:00,S3,23.4,15.3,31.1,46.2,19,27,3,135.3771956,1.521198047,17.59676647,-0.12951298,1011.408397,858.6199035,36.37604191
2017-03-25 00:00:00,S3,33.2,14.2,29.9,44,19,31,3,135.3771956,1.521198047,17.59676647,-0.12951298,1011.408397,858.6199035,36.37604191
2017-03-25 01:00:00,S3,22.2,23.4,34.6,57.9,19,20,3,135.3771956,1.521198047,17.59676647,-0.12951298,1011.408397,858.6199035,36.37604191

